CustomerKey;GeographyKey;CustomerAlternateKey;FirstName;LastName;BirthDate;MaritalStatus;Gender;YearlyIncome;TotalChildren;NumberChildrenAtHome;Education;Occupation;NumberCarsOwned;DateFirstPurchase;CommuteDistance;BirthYear;FirstPurchaseYear
17803;265;AW00017803;Renee;Hernandez;Wednesday, February 19, 1975;S;F;£10,000;5;2;Partial High School;Manual;1;2012-08-21;0-1 Miles;1975;2012
17808;279;AW00017808;Raquel;Alvarez;Sunday, October 13, 1968;S;F;£10,000;3;2;Partial High School;Manual;2;2013-02-23;0-1 Miles;1968;2013
17809;183;AW00017809;Josue;Blanco;Friday, February 22, 1974;S;M;£10,000;3;2;Partial High School;Manual;2;2013-07-05;0-1 Miles;1974;2013
17953;195;AW00017953;Latoya;Raje;Thursday, February 19, 1976;S;F;£10,000;2;2;High School;Manual;0;2013-08-19;0-1 Miles;1976;2013
17992;161;AW00017992;Sandra;Ma;Monday, June 22, 1970;S;F;£10,000;5;2;Partial High School;Manual;1;2013-02-27;0-1 Miles;1970;2013
19305;231;AW00019305;Gabriella;Young;Tuesday, August 21, 1973;S;F;£10,000;2;2;High School;Manual;1;2012-04-18;0-1 Miles;1973;2012
19424;269;AW00019424;Terrance;Smith;Sunday, January 12, 1975;S;M;£10,000;2;2;High School;Manual;0;2012-07-07;0-1 Miles;1975;2012
19445;243;AW00019445;Emma;Thompson;Tuesday, August 7, 1973;M;F;£10,000;2;2;High School;Manual;1;2013-10-27;0-1 Miles;1973;2013
19466;241;AW00019466;Morgan;Lopez;Sunday, July 20, 1969;M;F;£10,000;3;2;Partial High School;Manual;2;2013-05-20;0-1 Miles;1969;2013
19469;196;AW00019469;Valerie;Cai;Tuesday, August 13, 1968;S;F;£10,000;3;2;Partial High School;Manual;2;2014-01-08;0-1 Miles;1968;2014
20869;261;AW00020869;David;Martinez;Sunday, December 23, 1979;S;M;£10,000;2;2;High School;Manual;1;2012-06-21;0-1 Miles;1979;2012
20908;171;AW00020908;Wyatt;Foster;Sunday, April 20, 1975;S;M;£10,000;3;2;Partial High School;Manual;2;2013-06-02;0-1 Miles;1975;2013
20909;248;AW00020909;Kelly;Weadock;Saturday, October 19, 1968;S;F;£10,000;3;2;Partial High School;Manual;2;2013-04-10;0-1 Miles;1968;2013
21029;175;AW00021029;Kristi;Martin;Wednesday, February 12, 1975;S;F;£10,000;2;2;High School;Manual;0;2012-12-22;0-1 Miles;1975;2012
21078;184;AW00021078;Grace;Gray;Tuesday, August 5, 1980;S;F;£10,000;3;2;Partial High School;Manual;2;2013-10-27;0-1 Miles;1980;2013
22432;131;AW00022432;Bridget;Xie;Sunday, February 8, 1976;S;F;£10,000;2;2;High School;Manual;0;2013-01-05;0-1 Miles;1976;2013
22457;234;AW00022457;Kimberly;Cooper;Thursday, November 15, 1973;M;F;£10,000;2;2;High School;Manual;1;2013-04-23;0-1 Miles;1973;2013
22608;233;AW00022608;Arthur;Munoz;Sunday, November 3, 1974;S;M;£10,000;2;2;High School;Manual;0;2013-12-17;0-1 Miles;1974;2013
22656;243;AW00022656;Willie;Goel;Thursday, October 23, 1969;S;M;£10,000;5;2;Partial High School;Manual;1;2013-03-22;0-1 Miles;1969;2013
23916;145;AW00023916;Ruben;Serrano;Tuesday, June 4, 1974;M;M;£10,000;4;2;Partial High School;Manual;2;2013-08-30;0-1 Miles;1974;2013
24032;198;AW00024032;Micah;Ma;Saturday, May 24, 1980;M;M;£10,000;2;2;High School;Manual;0;2013-12-22;0-1 Miles;1980;2013
24043;196;AW00024043;Charles;Kelly;Thursday, August 9, 1973;M;M;£10,000;2;2;High School;Manual;1;2013-12-03;0-1 Miles;1973;2013
24079;242;AW00024079;Andre;Raman;Saturday, April 4, 1970;M;M;£10,000;3;2;Partial High School;Manual;2;2013-05-21;0-1 Miles;1970;2013
24080;153;AW00024080;Billy;Serrano;Tuesday, October 14, 1980;M;M;£10,000;3;2;Partial High School;Manual;2;2013-07-28;0-1 Miles;1980;2013
24196;180;AW00024196;Armando;Gill;Wednesday, September 24, 1975;M;M;£10,000;2;2;High School;Manual;0;2013-07-18;0-1 Miles;1975;2013
24201;207;AW00024201;Olivia;Gonzales;Thursday, January 23, 1975;M;F;£10,000;2;2;High School;Manual;0;2013-07-12;0-1 Miles;1975;2013
25475;196;AW00025475;Destiny;Martin;Tuesday, August 5, 1969;M;F;£10,000;3;2;Partial High School;Manual;2;2013-12-10;0-1 Miles;1969;2013
25610;133;AW00025610;Brittney;Zhao;Friday, April 20, 1979;S;F;£10,000;2;2;High School;Manual;1;2013-12-25;0-1 Miles;1979;2013
25625;147;AW00025625;Krystal;Cai;Thursday, January 15, 1970;M;F;£10,000;3;2;Partial High School;Manual;1;2012-12-31;0-1 Miles;1970;2012
25626;238;AW00025626;Janet;Diaz;Sunday, May 18, 1975;M;F;£10,000;3;2;Partial High School;Manual;1;2013-02-07;0-1 Miles;1975;2013
25629;117;AW00025629;Micheal;Serrano;Thursday, October 3, 1974;M;M;£10,000;3;2;Partial High School;Manual;2;2013-04-22;0-1 Miles;1974;2013
26842;243;AW00026842;Felicia;Alonso;Tuesday, December 23, 1969;M;F;£10,000;5;2;Partial High School;Manual;1;2013-04-30;0-1 Miles;1969;2013
26849;252;AW00026849;Billy;Martin;Wednesday, July 17, 1968;M;M;£10,000;3;2;Partial High School;Manual;2;2013-05-04;0-1 Miles;1968;2013
26944;259;AW00026944;Drew;Nara;Monday, January 12, 1981;S;M;£10,000;2;2;High School;Manual;0;2013-06-11;0-1 Miles;1981;2013
26951;149;AW00026951;Trisha;Hu;Monday, November 17, 1980;S;F;£10,000;2;2;High School;Manual;0;2014-01-03;0-1 Miles;1980;2014
27136;161;AW00027136;Isabella;Coleman;Wednesday, May 22, 1974;M;F;£10,000;2;2;High School;Manual;1;2013-09-25;0-1 Miles;1974;2013
27788;272;AW00027788;Brent;Lin;Friday, August 16, 1985;S;M;£10,000;3;2;Partial High School;Manual;2;2013-03-11;0-1 Miles;1985;2013
27905;271;AW00027905;Mario;Black;Thursday, March 11, 1976;S;M;£10,000;2;2;High School;Manual;0;2013-06-18;0-1 Miles;1976;2013
27906;264;AW00027906;Gilbert;Chen;Monday, April 13, 1981;M;M;£10,000;2;2;High School;Manual;0;2013-10-21;0-1 Miles;1981;2013
28514;211;AW00028514;Lisa;Chen;Monday, December 9, 1974;S;F;£10,000;2;2;High School;Manual;0;2013-04-27;0-1 Miles;1974;2013
28527;274;AW00028527;Dwayne;Rubio;Wednesday, December 19, 1973;S;M;£10,000;2;2;High School;Manual;1;2013-12-21;0-1 Miles;1973;2013
28684;150;AW00028684;Kristi;Saunders;Thursday, June 10, 1976;M;F;£10,000;2;2;High School;Manual;0;2013-09-02;0-1 Miles;1976;2013
28685;221;AW00028685;Marshall;Zhu;Thursday, March 12, 1981;M;M;£10,000;2;2;High School;Manual;0;2012-03-02;0-1 Miles;1981;2012
28686;135;AW00028686;Sheena;Jai;Saturday, September 20, 1975;S;F;£10,000;2;2;High School;Manual;0;2013-09-18;0-1 Miles;1975;2013
28689;192;AW00028689;Kelvin;Zhang;Sunday, November 24, 1974;S;M;£10,000;2;2;High School;Manual;0;2012-04-19;0-1 Miles;1974;2012
13799;207;AW00013799;Bryan;Bailey;Tuesday, August 16, 1977;S;M;£30,000;2;2;Partial College;Manual;0;2012-01-16;0-1 Miles;1977;2012
16278;120;AW00016278;Angel;Turner;Sunday, December 21, 1969;M;M;£30,000;2;2;Partial College;Manual;0;2012-04-15;0-1 Miles;1969;2012
16416;190;AW00016416;Brian;Rivera;Wednesday, May 14, 1975;S;M;£30,000;2;2;Partial College;Manual;0;2012-11-08;0-1 Miles;1975;2012
22663;191;AW00022663;Terrence;Deng;Wednesday, August 18, 1971;S;M;£30,000;2;2;Partial College;Manual;0;2013-09-24;0-1 Miles;1971;2013
24086;147;AW00024086;Dakota;Gonzales;Saturday, October 4, 1975;M;M;£30,000;2;2;Partial College;Manual;0;2013-09-25;0-1 Miles;1975;2013
24087;160;AW00024087;Hannah;Wilson;Sunday, September 7, 1975;S;F;£30,000;2;2;Partial College;Manual;0;2013-11-26;0-1 Miles;1975;2013
11542;278;AW00011542;Alejandro;Tang;Friday, September 7, 1979;S;M;£20,000;1;1;Partial College;Manual;0;2013-05-11;0-1 Miles;1979;2013
12255;180;AW00012255;Robyn;Alvarez;Monday, January 30, 1978;S;F;£20,000;1;1;Partial College;Manual;0;2011-03-21;0-1 Miles;1978;2011
12263;259;AW00012263;Emmanuel;Garcia;Sunday, September 12, 1965;S;M;£20,000;1;1;Partial College;Manual;0;2012-03-28;0-1 Miles;1965;2012
12467;196;AW00012467;Jennifer;Jones;Saturday, October 1, 1983;S;F;£20,000;1;1;Partial College;Manual;1;2013-04-21;0-1 Miles;1983;2013
12627;255;AW00012627;Leah;Zheng;Sunday, December 31, 1978;S;F;£20,000;1;1;Partial College;Manual;0;2013-04-21;0-1 Miles;1978;2013
13535;238;AW00013535;Omar;Nara;Thursday, December 9, 1965;S;M;£20,000;1;1;Partial College;Manual;0;2013-07-21;0-1 Miles;1965;2013
14781;161;AW00014781;Robert;Butler;Tuesday, October 31, 1972;S;M;£20,000;1;1;Partial College;Manual;1;2013-12-15;0-1 Miles;1972;2013
16255;224;AW00016255;Taylor;Russell;Sunday, February 18, 1973;S;F;£20,000;1;1;Partial College;Manual;1;2013-04-17;0-1 Miles;1973;2013
16386;279;AW00016386;Philip;Moyer;Friday, March 15, 1974;S;M;£20,000;1;1;Partial College;Manual;0;2013-08-13;0-1 Miles;1974;2013
17776;251;AW00017776;Diana;Jimenez;Friday, January 11, 1974;S;F;£20,000;1;1;Partial College;Manual;1;2013-05-19;0-1 Miles;1974;2013
17934;115;AW00017934;Nelson;Gill;Thursday, April 1, 1971;S;M;£20,000;1;1;Partial College;Manual;0;2012-11-16;0-1 Miles;1971;2012
19276;217;AW00019276;Ruben;Sai;Sunday, August 6, 1972;S;M;£20,000;1;1;Partial College;Manual;0;2012-04-21;0-1 Miles;1972;2012
19315;222;AW00019315;Devon;Sharma;Friday, March 2, 1973;S;M;£20,000;1;1;Partial College;Manual;1;2012-06-12;0-1 Miles;1973;2012
19448;256;AW00019448;Meagan;Fernandez;Sunday, September 3, 1972;S;F;£20,000;1;1;Partial College;Manual;1;2012-09-18;0-1 Miles;1972;2012
20833;166;AW00020833;Douglas;Sai;Monday, November 8, 1965;S;M;£20,000;1;1;Partial College;Manual;0;2012-06-12;0-1 Miles;1965;2012
21006;131;AW00021006;Sydney;Young;Tuesday, January 18, 1966;S;F;£20,000;1;1;Partial College;Manual;0;2012-11-19;0-1 Miles;1966;2012
21008;176;AW00021008;Melody;Carlson;Tuesday, January 18, 1966;S;F;£20,000;1;1;Partial College;Manual;0;2012-11-06;0-1 Miles;1966;2012
22458;213;AW00022458;Kendra;Vazquez;Tuesday, December 11, 1973;S;F;£20,000;1;1;Partial College;Manual;0;2013-06-21;0-1 Miles;1973;2013
22587;150;AW00022587;Gina;Alonso;Tuesday, June 22, 1971;S;F;£20,000;1;1;Partial College;Manual;0;2013-05-01;0-1 Miles;1971;2013
22627;144;AW00022627;Shawna;Sharma;Monday, May 14, 1979;S;F;£20,000;1;1;Partial College;Manual;0;2013-06-25;0-1 Miles;1979;2013
24010;187;AW00024010;Walter;Alvarez;Sunday, August 20, 1972;S;M;£20,000;1;1;Partial College;Manual;0;2013-11-18;0-1 Miles;1972;2013
24047;241;AW00024047;Clarence;Yuan;Thursday, August 9, 1973;S;M;£20,000;1;1;Partial College;Manual;0;2013-07-05;0-1 Miles;1973;2013
25582;238;AW00025582;Leonard;Luo;Friday, December 17, 1965;M;M;£20,000;1;1;Partial College;Manual;0;2013-12-06;0-1 Miles;1965;2013
25612;258;AW00025612;Clinton;Rubio;Thursday, March 21, 1974;S;M;£20,000;1;1;Partial College;Manual;0;2013-02-07;0-1 Miles;1974;2013
25732;253;AW00025732;Joanna;Sanz;Tuesday, September 7, 1971;M;F;£20,000;1;1;Partial College;Manual;0;2013-03-07;0-1 Miles;1971;2013
25757;249;AW00025757;Jeffery;Wu;Tuesday, January 8, 1974;S;M;£20,000;1;1;Partial College;Manual;0;2013-04-06;0-1 Miles;1974;2013
26964;184;AW00026964;Kelli;Tang;Monday, April 8, 1974;S;F;£20,000;1;1;Partial College;Manual;0;2013-06-04;0-1 Miles;1974;2013
28491;203;AW00028491;Cassie;Jai;Thursday, October 20, 1966;S;F;£20,000;1;1;Partial College;Manual;0;2011-11-19;0-1 Miles;1966;2011
28530;279;AW00028530;Gavin;Powell;Friday, March 15, 1974;S;M;£20,000;1;1;Partial College;Manual;1;2013-11-29;0-1 Miles;1974;2013
11564;146;AW00011564;Jorge;Liang;Sunday, January 9, 1972;S;M;£20,000;1;1;High School;Manual;2;2012-02-16;0-1 Miles;1972;2012
12477;197;AW00012477;Robin;Gill;Tuesday, June 22, 1971;M;F;£20,000;2;2;High School;Manual;1;2013-12-09;0-1 Miles;1971;2013
13797;168;AW00013797;Franklin;Gao;Monday, June 3, 1974;M;M;£20,000;3;3;High School;Manual;1;2013-12-30;0-1 Miles;1974;2013
14826;221;AW00014826;Stefanie;Lopez;Wednesday, February 13, 1985;M;F;£20,000;4;4;High School;Manual;2;2013-08-15;0-1 Miles;1985;2013
14955;263;AW00014955;Jorge;Xu;Friday, August 30, 1968;M;M;£20,000;3;3;High School;Manual;1;2013-07-08;0-1 Miles;1968;2013
14971;183;AW00014971;Susan;Zhu;Monday, July 23, 1984;M;F;£20,000;4;4;High School;Manual;2;2013-06-03;0-1 Miles;1984;2013
16275;272;AW00016275;Deborah;McDonald;Monday, June 30, 1969;M;F;£20,000;2;2;High School;Manual;2;2012-02-04;0-1 Miles;1969;2012
16419;118;AW00016419;Lacey;Simpson;Friday, December 20, 1968;M;F;£20,000;3;3;High School;Manual;1;2013-10-29;0-1 Miles;1968;2013
17806;127;AW00017806;Omar;Kumar;Sunday, October 12, 1969;M;M;£20,000;2;2;High School;Manual;2;2013-02-17;0-1 Miles;1969;2013
19356;127;AW00019356;Francis;Ortega;Monday, May 10, 1982;M;M;£20,000;4;4;High School;Manual;1;2013-12-27;0-1 Miles;1982;2013
22476;175;AW00022476;Shane;Martinez;Monday, November 21, 1977;S;M;£20,000;2;2;High School;Manual;0;2013-11-12;0-1 Miles;1977;2013
22498;220;AW00022498;Pedro;Jimenez;Saturday, April 26, 1969;S;M;£20,000;3;3;High School;Manual;2;2013-08-11;0-1 Miles;1969;2013
22660;155;AW00022660;Monica;Lopez;Sunday, July 13, 1975;S;F;£20,000;2;2;High School;Manual;2;2014-01-13;0-1 Miles;1975;2014
26836;267;AW00026836;Hector;Diaz;Tuesday, December 8, 1970;S;M;£20,000;2;2;High School;Manual;0;2014-01-12;0-1 Miles;1970;2014
26850;232;AW00026850;Terry;Luo;Thursday, December 13, 1979;S;M;£20,000;3;3;High School;Manual;2;2013-06-07;0-1 Miles;1979;2013
27768;183;AW00027768;Deanna;Madan;Saturday, September 16, 1972;S;F;£20,000;1;1;High School;Manual;1;2013-10-17;0-1 Miles;1972;2013
27786;265;AW00027786;Cynthia;Raman;Saturday, April 4, 1970;S;F;£20,000;3;3;High School;Manual;0;2013-09-05;0-1 Miles;1970;2013
27790;257;AW00027790;Molly;Srini;Friday, December 6, 1968;S;F;£20,000;3;3;High School;Manual;1;2013-09-05;0-1 Miles;1968;2013
27791;134;AW00027791;Shawna;Deng;Wednesday, March 5, 1980;S;F;£20,000;3;3;High School;Manual;1;2013-03-02;0-1 Miles;1980;2013
28389;222;AW00028389;Rachael;Martinez;Wednesday, June 17, 1970;S;F;£20,000;3;3;High School;Manual;0;2010-12-29;0-1 Miles;1970;2010
29385;124;AW00029385;Don;Lal;Sunday, September 1, 1968;S;M;£20,000;4;4;High School;Manual;1;2011-01-19;0-1 Miles;1968;2011
11565;229;AW00011565;Erik;Diaz;Thursday, December 30, 1971;S;M;£20,000;2;2;High School;Manual;0;2013-09-08;0-1 Miles;1971;2013
11573;276;AW00011573;Meagan;Subram;Thursday, November 11, 1976;S;F;£20,000;2;2;High School;Manual;1;2013-07-27;0-1 Miles;1976;2013
11574;274;AW00011574;Karla;Luo;Thursday, January 14, 1971;S;F;£20,000;2;2;High School;Manual;1;2013-03-15;0-1 Miles;1971;2013
12476;260;AW00012476;Rodney;Jimenez;Sunday, August 2, 1981;S;M;£20,000;2;2;High School;Manual;0;2013-10-09;0-1 Miles;1981;2013
12485;180;AW00012485;Veronica;Subram;Saturday, March 22, 1975;S;F;£20,000;3;3;High School;Manual;0;2011-07-12;0-1 Miles;1975;2011
12820;183;AW00012820;Derek;Tang;Monday, August 9, 1971;S;M;£20,000;2;2;High School;Manual;0;2011-11-13;0-1 Miles;1971;2011
12831;173;AW00012831;Kathryn;Lal;Sunday, January 12, 1975;S;F;£20,000;3;3;High School;Manual;0;2013-11-15;0-1 Miles;1975;2013
12832;163;AW00012832;Douglas;Prasad;Sunday, October 19, 1969;S;M;£20,000;3;3;High School;Manual;0;2013-03-23;0-1 Miles;1969;2013
12851;183;AW00012851;Brandy;Sai;Monday, March 25, 1985;S;F;£20,000;4;4;High School;Manual;2;2013-11-26;0-1 Miles;1985;2013
13790;170;AW00013790;Nina;Deng;Thursday, December 17, 1970;S;F;£20,000;2;2;High School;Manual;0;2011-05-17;0-1 Miles;1970;2011
13794;276;AW00013794;Mallory;Martin;Monday, February 23, 1970;S;F;£20,000;2;2;High School;Manual;2;2011-03-30;0-1 Miles;1970;2011
13795;146;AW00013795;Carl;Raje;Friday, August 1, 1969;S;M;£20,000;3;3;High School;Manual;1;2011-05-05;0-1 Miles;1969;2011
13798;274;AW00013798;Tammy;Randall;Sunday, September 15, 1968;S;F;£20,000;3;3;High School;Manual;2;2013-12-05;0-1 Miles;1968;2013
14789;170;AW00014789;Rosa;Zhang;Saturday, April 1, 1972;S;F;£20,000;2;2;High School;Manual;0;2011-09-20;0-1 Miles;1972;2011
14799;260;AW00014799;Katie;Xu;Wednesday, August 11, 1976;S;F;£20,000;2;2;High School;Manual;0;2013-02-18;0-1 Miles;1976;2013
14803;147;AW00014803;Stacy;Martin;Friday, December 5, 1969;S;F;£20,000;3;3;High School;Manual;1;2011-10-15;0-1 Miles;1969;2011
14809;239;AW00014809;Max;Suarez;Monday, October 1, 1979;S;M;£20,000;3;3;High School;Manual;2;2013-03-02;0-1 Miles;1979;2013
14941;261;AW00014941;Emma;Patterson;Monday, January 24, 1972;S;F;£20,000;2;2;High School;Manual;0;2011-07-14;0-1 Miles;1972;2011
14957;202;AW00014957;Lacey;Shan;Tuesday, May 28, 1974;S;F;£20,000;4;4;High School;Manual;1;2012-06-01;0-1 Miles;1974;2012
16271;138;AW00016271;Michele;Gutierrez;Friday, December 11, 1970;S;F;£20,000;2;2;High School;Manual;1;2012-04-29;0-1 Miles;1970;2012
16272;260;AW00016272;Raul;Deng;Thursday, February 4, 1971;S;M;£20,000;2;2;High School;Manual;1;2012-02-24;0-1 Miles;1971;2012
16276;154;AW00016276;Brandi;Carlson;Friday, August 29, 1980;S;F;£20,000;3;3;High School;Manual;0;2013-12-12;0-1 Miles;1980;2013
16284;120;AW00016284;Troy;Perez;Sunday, December 8, 1968;S;M;£20,000;3;3;High School;Manual;2;2013-06-12;0-1 Miles;1968;2013
16303;127;AW00016303;Tracy;Yuan;Wednesday, March 6, 1985;S;F;£20,000;5;5;High School;Manual;2;2014-01-26;0-1 Miles;1985;2014
16304;127;AW00016304;Justin;Moore;Sunday, April 14, 1985;S;M;£20,000;5;5;High School;Manual;2;2013-04-30;0-1 Miles;1985;2013
16415;224;AW00016415;Andre;Patel;Monday, December 15, 1969;S;M;£20,000;3;3;High School;Manual;0;2012-11-14;0-1 Miles;1969;2012
16420;266;AW00016420;Eddie;Alonso;Friday, November 15, 1974;S;M;£20,000;3;3;High School;Manual;1;2012-02-18;0-1 Miles;1974;2012
16421;219;AW00016421;Natasha;Diaz;Sunday, October 6, 1974;S;F;£20,000;3;3;High School;Manual;1;2013-10-30;0-1 Miles;1974;2013
16422;174;AW00016422;Kurt;Xu;Thursday, September 20, 1979;S;M;£20,000;3;3;High School;Manual;1;2012-06-10;0-1 Miles;1979;2012
16439;193;AW00016439;Dawn;Deng;Wednesday, April 24, 1985;S;F;£20,000;4;4;High School;Manual;2;2013-08-29;0-1 Miles;1985;2013
17800;207;AW00017800;Robyn;Alonso;Friday, July 10, 1970;S;F;£20,000;2;2;High School;Manual;1;2013-07-17;0-1 Miles;1970;2013
17805;184;AW00017805;Carlos;Young;Friday, January 2, 1970;S;M;£20,000;2;2;High School;Manual;2;2013-05-30;0-1 Miles;1970;2013
17807;260;AW00017807;Philip;Sanz;Wednesday, December 10, 1969;S;M;£20,000;2;2;High School;Manual;2;2013-09-30;0-1 Miles;1969;2013
17827;209;AW00017827;Maria;Coleman;Thursday, May 16, 1985;S;F;£20,000;4;4;High School;Manual;3;2012-11-10;0-1 Miles;1985;2012
17988;202;AW00017988;Alfredo;Diaz;Tuesday, June 22, 1971;S;M;£20,000;2;2;High School;Manual;1;2013-10-23;0-1 Miles;1971;2013
17989;121;AW00017989;Tiffany;Sun;Thursday, February 11, 1971;S;F;£20,000;2;2;High School;Manual;1;2012-12-03;0-1 Miles;1971;2012
17994;139;AW00017994;Bradley;Xu;Sunday, February 1, 1970;S;M;£20,000;2;2;High School;Manual;2;2013-02-16;0-1 Miles;1970;2013
17997;190;AW00017997;April;Sharma;Monday, February 24, 1975;S;F;£20,000;3;3;High School;Manual;0;2013-04-18;0-1 Miles;1975;2013
17998;171;AW00017998;Tammy;Weber;Thursday, May 2, 1974;S;F;£20,000;3;3;High School;Manual;1;2012-12-25;0-1 Miles;1974;2012
18001;164;AW00018001;Ross;Suri;Friday, January 10, 1969;S;M;£20,000;3;3;High School;Manual;2;2013-11-11;0-1 Miles;1969;2013
18021;260;AW00018021;Trisha;She;Sunday, January 17, 1982;S;F;£20,000;4;4;High School;Manual;1;2012-10-03;0-1 Miles;1982;2012
18023;154;AW00018023;Terrence;Raji;Sunday, April 14, 1985;S;M;£20,000;5;5;High School;Manual;2;2013-10-01;0-1 Miles;1985;2013
19329;132;AW00019329;Nancy;Srini;Monday, April 19, 1971;S;F;£20,000;2;2;High School;Manual;0;2011-02-26;0-1 Miles;1971;2011
19331;141;AW00019331;Jessie;Hu;Monday, August 30, 1976;S;M;£20,000;2;2;High School;Manual;1;2013-12-28;0-1 Miles;1976;2013
19335;205;AW00019335;Cedric;Ye;Saturday, February 14, 1970;S;M;£20,000;3;3;High School;Manual;0;2012-08-08;0-1 Miles;1970;2012
19462;190;AW00019462;Paige;Travers;Wednesday, October 13, 1976;S;F;£20,000;2;2;High School;Manual;2;2013-03-10;0-1 Miles;1976;2013
19472;151;AW00019472;Heidi;Sara;Friday, February 8, 1974;S;F;£20,000;3;3;High School;Manual;3;2011-10-23;0-1 Miles;1974;2011
19494;198;AW00019494;Sergio;Martinez;Sunday, September 16, 1984;S;M;£20,000;4;4;High School;Manual;2;2013-10-14;0-1 Miles;1984;2013
20894;186;AW00020894;Alyssa;Thomas;Monday, March 20, 1972;S;F;£20,000;2;2;High School;Manual;0;2013-11-24;0-1 Miles;1972;2013
20925;189;AW00020925;Kristin;Xu;Tuesday, October 2, 1984;S;F;£20,000;4;4;High School;Manual;2;2013-09-06;0-1 Miles;1984;2013
20926;209;AW00020926;Jeffery;Guo;Monday, January 14, 1985;S;M;£20,000;4;4;High School;Manual;3;2013-12-17;0-1 Miles;1985;2013
20927;128;AW00020927;Tammy;Martinez;Thursday, December 13, 1984;S;F;£20,000;5;5;High School;Manual;2;2013-11-10;0-1 Miles;1984;2013
21071;260;AW00021071;Lindsey;Pal;Thursday, January 8, 1976;S;F;£20,000;2;2;High School;Manual;1;2012-10-05;0-1 Miles;1976;2012
21079;275;AW00021079;Lee;Carlson;Sunday, November 9, 1969;S;M;£20,000;3;3;High School;Manual;0;2013-07-23;0-1 Miles;1969;2013
21083;260;AW00021083;Trisha;Chen;Monday, December 16, 1974;S;F;£20,000;3;3;High School;Manual;2;2014-01-21;0-1 Miles;1974;2014
21099;212;AW00021099;Sandra;Liu;Sunday, October 21, 1984;S;F;£20,000;4;4;High School;Manual;2;2013-05-13;0-1 Miles;1984;2013
22486;154;AW00022486;Jimmy;Ruiz;Wednesday, October 7, 1970;S;M;£20,000;2;2;High School;Manual;1;2013-03-21;0-1 Miles;1970;2013
22487;224;AW00022487;Jonathon;Gill;Thursday, April 15, 1976;S;M;£20,000;2;2;High School;Manual;1;2013-08-01;0-1 Miles;1976;2013
22493;170;AW00022493;Dwayne;Sanz;Sunday, July 20, 1969;S;M;£20,000;3;3;High School;Manual;0;2014-01-24;0-1 Miles;1969;2014
22652;168;AW00022652;Gilbert;Shan;Tuesday, June 1, 1971;S;M;£20,000;2;2;High School;Manual;0;2013-06-18;0-1 Miles;1971;2013
22653;256;AW00022653;Carolyn;Dominguez;Tuesday, December 15, 1970;S;F;£20,000;2;2;High School;Manual;0;2013-02-11;0-1 Miles;1970;2013
22655;120;AW00022655;Lucas;Young;Monday, April 12, 1976;S;M;£20,000;2;2;High School;Manual;1;2013-07-16;0-1 Miles;1976;2013
23911;187;AW00023911;Priscilla;Sharma;Sunday, October 11, 1981;S;F;£20,000;2;2;High School;Manual;0;2013-09-08;0-1 Miles;1981;2013
23913;207;AW00023913;Riley;Cooper;Monday, November 9, 1970;S;F;£20,000;2;2;High School;Manual;2;2013-12-30;0-1 Miles;1970;2013
23914;154;AW00023914;Tonya;Sharma;Sunday, September 21, 1975;M;F;£20,000;2;2;High School;Manual;2;2013-09-05;0-1 Miles;1975;2013
23915;123;AW00023915;Lawrence;Serrano;Sunday, February 16, 1975;M;M;£20,000;2;2;High School;Manual;2;2013-11-30;0-1 Miles;1975;2013
23936;220;AW00023936;Monique;Vazquez;Wednesday, August 15, 1984;M;F;£20,000;4;4;High School;Manual;2;2013-06-01;0-1 Miles;1984;2013
23937;143;AW00023937;Eddie;Ruiz;Saturday, September 22, 1984;M;M;£20,000;5;5;High School;Manual;2;2013-02-19;0-1 Miles;1984;2013
24064;246;AW00024064;Stanley;Fernandez;Tuesday, April 4, 1972;M;M;£20,000;1;1;High School;Manual;2;2013-02-18;0-1 Miles;1972;2013
24077;159;AW00024077;Tony;Rai;Monday, March 15, 1976;M;M;£20,000;2;2;High School;Manual;1;2013-09-12;0-1 Miles;1976;2013
24082;212;AW00024082;Regina;Rodriguez;Wednesday, December 10, 1975;M;F;£20,000;2;2;High School;Manual;2;2013-09-03;0-1 Miles;1975;2013
24110;221;AW00024110;Kaylee;Brooks;Friday, August 10, 1984;S;F;£20,000;4;4;High School;Manual;2;2013-03-19;0-1 Miles;1984;2013
25464;208;AW00025464;Jose;Wilson;Tuesday, August 31, 1971;M;M;£20,000;2;2;High School;Manual;0;2013-12-19;0-1 Miles;1971;2013
25471;221;AW00025471;Spencer;Ross;Wednesday, November 18, 1970;M;M;£20,000;2;2;High School;Manual;2;2013-11-18;0-1 Miles;1970;2013
25476;217;AW00025476;Karen;Ye;Sunday, August 31, 1969;M;F;£20,000;2;2;High School;Manual;2;2013-04-04;0-1 Miles;1969;2013
25627;271;AW00025627;Joe;Carlson;Sunday, September 21, 1969;M;M;£20,000;2;2;High School;Manual;2;2013-02-09;0-1 Miles;1969;2013
25628;241;AW00025628;Jessie;Dominguez;Saturday, May 24, 1975;M;F;£20,000;3;3;High School;Manual;0;2013-04-03;0-1 Miles;1975;2013
25654;193;AW00025654;Carla;Malhotra;Sunday, September 30, 1984;M;F;£20,000;4;4;High School;Manual;2;2014-01-17;0-1 Miles;1984;2014
26369;218;AW00026369;Kate;Nath;Wednesday, March 24, 1971;M;F;£20,000;2;2;High School;Manual;0;2014-01-26;0-1 Miles;1971;2014
